Query,Sentiment
Worst experience ever.,Negative
Nothing is working!,Negative
Why is this so complicated?,Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
Nothing is working!,Negative
I'm not happy with this.,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
Your service is terrible!,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
Your service is terrible!,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
Nothing is working!,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
I'm not happy with this.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
Your service is terrible!,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
"This is frustrating, not useful.",Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
"This is frustrating, not useful.",Negative
This is not helpful at all.,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
Nothing is working!,Negative
Nothing is working!,Negative
Your service is terrible!,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
Nothing is working!,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
This is not helpful at all.,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
I've had enough of this.,Negative
This is not helpful at all.,Negative
Worst experience ever.,Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
"This is frustrating, not useful.",Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
Your service is terrible!,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
Nothing is working!,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
I'm disappointed with the service.,Negative
I'm not happy with this.,Negative
Nothing is working!,Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
Why is this so complicated?,Negative
"This is frustrating, not useful.",Negative
Your service is terrible!,Negative
"This is frustrating, not useful.",Negative
I'm not happy with this.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
Your service is terrible!,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
This is not helpful at all.,Negative
Why is this so complicated?,Negative
Nothing is working!,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
Nothing is working!,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
I'm not happy with this.,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Nothing is working!,Negative
Why is this so complicated?,Negative
I'm not happy with this.,Negative
I'm not happy with this.,Negative
Nothing is working!,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
Nothing is working!,Negative
Nothing is working!,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
This is a waste of time.,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
Nothing is working!,Negative
I'm disappointed with the service.,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
Nothing is working!,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
This is a waste of time.,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
